date,TED,3M_shibor,7D_reporate,term_spread,credit_spread,SETBI_RealVolatility,INDI_RealVolatility,COMI_RealVolatility,INDI_CMAX,COMI_CMAX,INDI_illiquidity,COMI_illiquidity,180FINI_RealVolatility,180FINI_CMAX,180FINI_illiquidity,REI_RealVolatility,REI_CMAX,REI_illiquidity,USDCNY,1Y_NDF,risk_level
2006/10/8,1.235,0.0001612,2.2443,-0.9661 ,1.1516,0.000000327,0.0002609,0.0003315,0,0,0,0,0.0003461,0,0,0.0004721,0.02610097,0,0.0000024,8.25E-06,1
2006/10/9,1.23,0.0001606,2.2596,-0.9622 ,1.2426,0.000000246,0.0001928,0.0002498,0,0,0.000568196,0.010650474,0.000272,0,0.007181092,0.0003577,0.035617803,0.009698712,0.00000132,6.30E-06,1
2006/10/10,1.22,0.0000739,2.2491,-0.9496 ,1.2275,0.000000197,0.0001889,0.000283,0,0,0.000234035,0.001923132,0.0007907,0.008683157,0.002109324,0.0002907,0.070620294,0.028283517,0.000000903,4.84E-06,1
2006/10/11,1.215,0.000028,2.2455,-0.9297 ,1.2624,0.000000149,0.0001514,0.000219,0,0.000930674,0.000224364,0.000372437,0.0006571,0.008975028,0.000110499,0.0005251,0.067819157,0.004677647,0.000000768,3.56E-06,1
2006/10/12,1.21,0.00000523,2.2468,-0.9136 ,1.3744,0.000000205,0.0001201,0.0001658,0.005576659,0.012366406,1.64E-04,0.005261931,0.0005305,0.018758314,0.003668523,0.0004008,0.089876644,0.031501478,0.000000778,2.68E-06,1
2006/10/13,1.205,0.0000126,2.2478,-0.9122 ,1.3497,0.000000155,0.0000943,0.0001548,0.00559094,0.008783615,5.90165E-07,0.00169851,0.0004453,0.013476575,0.001750945,0.0004326,0.079000264,0.024314186,0.000000661,1.90E-06,1
2006/10/16,1.2,0.0001612,2.2992,-0.9189 ,1.3416,0.000000327,0.0002609,0.0003315,0.015480407,0.018844626,4.03E-04,0.005977215,0.0003461,0.021396377,0.004100494,0.0004721,0.044202877,6.10E-03,0.0000024,8.25E-06,1
2006/10/17,1.206,0.0000105,2.3913,-0.9175 ,1.3558,0.000000242,0.0002162,0.0002724,0.016865646,0.019702306,6.67147E-05,0.000582026,0.0002854,0.041838562,0.008608755,0.0006611,0.044050514,6.06242E-05,0.00000143,6.45E-06,1
2006/10/18,1.208,0.00000767,2.476,-0.9288 ,1.3547,0.000000301,0.0001596,0.0002057,0.005662344,0.006204493,0.000560077,0.010245565,0.0003095,0.010973221,0.013137636,0.0005055,0.020117788,0.013235114,0.00000102,4.90E-06,1
2006/10/19,1.0067,0.00000375,2.4958,-0.9443 ,1.3697,0.000000236,0.0001463,0.0001992,0,0.000231148,2.79E-04,0.003588094,0.0004314,0.012056511,0.000570261,0.0005177,0.022479416,0.00096387,0.000000783,3.58E-06,1
2006/10/20,1.215,0.00000385,2.4822,-0.9552 ,1.3823,0.000000202,0.0001172,0.0001594,0.002218196,0.006514717,9.26342E-05,0.004384078,0.0003432,0,0.007085369,0.0003949,0.026915526,0.00285412,0.000000653,2.72E-06,1
2006/10/23,1.218,0.0001612,2.4531,-0.9463 ,1.3887,0.000000327,0.0002609,0.0003315,0.01646886,0.029836311,0.000561069,0.013247294,0.0003461,0.029833984,0.011629097,0.0004721,0.052190219,0.017119026,0.0000024,8.25E-06,1
2006/10/24,1.24,0.00000266,2.4625,-0.9345 ,1.3876,0.000000267,0.0002411,0.0003754,0,0.017621976,1.27E-03,0.007026309,0.0004517,0.001028566,0.011553163,0.0005152,0.016349732,0.023932402,0.00000132,6.16E-06,1
2006/10/25,1.24,0.00000394,2.3677,-0.9478 ,1.3896,0.000000224,0.0003663,0.0003191,0,0.022044198,4.28868E-05,0.002560685,0.0005212,0,0.002229104,0.0006953,0.019648979,0.002064063,0.00000113,4.56E-06,1
2006/10/26,1.25,0.00000378,2.3116,-0.9309 ,1.3851,0.000000173,0.0002723,0.0002447,0.005203053,0.017323917,0.000247699,0.003355474,0.0004359,0,0.00293665,0.0005351,0.002531571,0.010404692,0.000000919,3.36E-06,1
2006/10/27,1.25,0.00000378,2.2972,-0.9349 ,1.3868,0.000000157,0.0002078,0.0001905,0.009518982,0.030395932,0.000171,0.009028243,0.0003952,0.025496734,0.005148988,0.0004721,0.010278649,0.006053794,0.00000105,4.48E-06,1
2006/10/30,1.25,0.0001612,2.3728,-0.9315 ,1.3825,0.000000327,0.0002609,0.0003315,0.006892813,0.047306216,0.000110633,0.010097073,0.0003461,0.034447426,0.00326888,0.0004721,0.018641038,0.007545221,0.0000024,8.25E-06,1
2006/10/31,1.25,0.0000028,2.4099,-0.9408 ,1.3812,0.000000254,0.0001944,0.0003183,0,0.040584682,0.000959022,0.005136535,0.0002894,0.021192161,0.004659539,0.0003747,0.007295848,0.009873812,0.00000197,6.16E-06,1
2006/11/1,1.25,0.00000386,2.4721,-0.9430 ,1.3801,0.000000194,0.0002491,0.0002517,0,0.039033559,5.53E-04,0.001133471,0.0002591,0.014144371,0.003093172,0.0003097,0.010448592,0.00228115,0.00000116,4.56E-06,1
2006/11/2,1.25,0.00000385,2.4837,-0.9370 ,1.2895,0.000000235,0.0002231,0.0001908,0,0.041405865,2.3783E-05,0.001739184,0.0002088,0.040774173,0.011417091,0.0002332,0.011175247,0.000707496,0.00000121,3.52E-06,1
2006/11/3,1.06,0.00000385,2.419,-0.9433 ,1.2954,0.00000018,0.0001644,0.0001457,0,0.039641843,0.000134299,0.001406396,0.000305,0.025816595,0.003962707,0.000171,0.000556711,0.009465456,0.000000925,2.65E-06,1
2006/11/6,1.02,0.0001612,2.5652,-0.9344 ,1.2939,0.000000327,0.0002609,0.0003315,0,0.049794096,0.000580265,0.007505385,0.0003461,0.015608143,0.003342712,0.0004721,0.007752937,0.006439377,0.0000024,8.25E-06,1
2006/11/7,1.015,0.0000276,2.6959,-0.9481 ,1.303,0.00000033,0.0002507,0.0002744,0.00514339,0.062616714,0.000182675,8.38E-03,0.0002918,0,0.008693056,0.0003701,0,0.014117161,0.00000186,6.53E-06,1
2006/11/8,0.991,0.0002518,2.8472,-0.9316 ,1.2974,0.000000332,0.0001914,0.0002477,0.017055107,0.062580217,0.00060994,3.35726E-05,0.0004578,0.01505055,0.006748275,0.0003865,0.000485159,0.000326625,0.00000117,5.17E-06,1
2006/11/9,1.48,0.0002111,2.9489,-0.9211 ,1.3049,0.000000258,0.0001744,0.0001871,0.002947713,0.046515447,0.0007051,0.013204031,0.0004107,0,0.010086158,0.0002908,0,0.015518139,0.0000018,4.67E-06,1
2006/11/10,1.515,0.0000839,3.185,-0.9067 ,1.303,0.000000346,0.0001747,0.0002085,0.018834478,0.067446486,0.000601618,0.01460241,0.0007338,0,0.001462217,0.0006726,0.01413568,0.004992916,0.0000011,4.35E-06,1
2006/11/13,1.488,0.0001612,3.3418,-0.8931 ,1.3173,0.000000327,0.0002609,0.0003315,0.039018593,0.090859322,0.000929178,0.019001708,0.0003461,0,0.000644974,0.0004721,0.001303133,0.005059116,0.0000024,8.25E-06,1
2006/11/14,1.13,0.0000787,3.6357,-0.9155 ,1.3031,0.000000242,0.0002936,0.0003938,0.03253228,0.084247279,0.000361564,0.006468745,0.0002795,0,0.00182018,0.0003937,0,0.007065836,0.00000135,6.19E-06,1
2006/11/15,1.125,0.0000841,3.683,-0.9199 ,1.3009,0.000000206,0.0002278,0.0003089,0.009984624,0.061576549,0.00108557,0.020945218,0.000264,0,0.001841806,0.0003289,0,0.019867978,0.00000123,4.59E-06,1
2006/11/16,1.13,0.0000117,3.5374,-0.9262 ,1.3035,0.000000168,0.0002909,0.0003702,0.018599467,0.070481821,0.00033963,0.007250873,0.0002483,0,0.000631193,0.0006933,0.018085279,0.007207504,0.000000853,3.61E-06,1
2006/11/17,0.9188,0.00000538,3.8231,-0.9177 ,1.2984,0.000000132,0.0002332,0.0002985,0,0.058851439,0.001217557,0.01017027,0.000214,0,0.000215355,0.0006071,0,0.024378276,0.000000717,3.05E-06,1
2006/11/20,0.9682,0.0001612,3.938,-0.9069 ,1.3059,0.000000327,0.0002609,0.0003315,0,0.061673875,0.000859544,0.001959539,0.0003461,0,4.79E-03,0.0004721,0,0.013447598,0.0000024,8.25E-06,1
2006/11/21,1.5667,0.0000139,3.9986,-0.8510 ,1.3646,0.000000521,0.000306,0.0002516,0,0.054514377,8.05E-04,0.004239825,0.0006117,6.42202E-05,9.09765E-06,0.0007925,0,0.003661457,0.00000155,6.36E-06,1
2006/11/22,1.5627,0.0000226,3.7241,-0.9218 ,1.3669,0.000000422,0.0003245,0.0002037,0.001042326,0.044422952,3.68001E-05,0.005481811,0.0004928,0,0.001390084,0.0006309,0.003746032,0.001353907,0.000000971,4.74E-06,1
2006/11/23,1.5437,0.00000649,3.7258,-0.9209 ,1.3607,0.000000309,0.0002409,0.0001806,0,0.041649179,0.000184327,0.001761579,0.0004273,0,0.001594169,0.0004854,0,0.009833376,0.00000084,3.48E-06,1
2006/11/24,1.5507,0.0000101,3.8807,-0.9243 ,1.3315,0.000000292,0.0001834,0.0001391,0.003019147,0.008078006,0.000108994,0.013729603,0.0003791,0.023768956,0.003530232,0.0005057,0,0.008083278,0.00000094,2.76E-06,1
2006/11/27,1.65,0.0001612,3.1618,-0.8831 ,1.3358,0.000000327,0.0002609,0.0003315,0,0,3.69E-04,0.008813064,0.0003461,0.045945584,0.002784138,0.0004721,0,0.009769086,0.0000024,8.25E-06,1
2006/11/28,1.66,0.00000235,3.0298,-0.9272 ,1.3992,0.000000394,0.0002182,0.0003136,0,0,2.86033E-05,0.004901459,0.000376,0.05647636,0.001779355,0.0004979,0,0.001378236,0.0000026,7.53E-06,1
2006/11/29,1.58,0.0000043,2.4678,-0.9213 ,1.3766,0.000000354,0.0001608,0.0002633,0,0,0.000267137,0.005842159,0.0003218,0.044759144,0.002036843,0.0003799,0.00875924,0.004275476,0.0000021,5.61E-06,1
2006/11/30,1.0812,0.00000556,2.4166,-0.9273 ,1.3796,0.000000265,0.0001301,0.0002347,0,0,7.81E-04,0.006107043,0.0002797,0.0155843,0.00447234,0.0003038,0,0.018964749,0.0000019,5.50E-06,1
2006/12/1,0.8778,0.00000571,2.3696,-0.9437 ,1.3812,0.00000024,0.0002874,0.0002274,0,0,2.48534E-05,0.004221829,0.0003876,0.020780553,0.000823313,0.0009034,0,0.000686147,0.00000129,4.29E-06,1
2006/12/4,0.9123,0.0001612,2.3498,-0.9301 ,1.371,0.000000327,0.0002609,0.0003315,0,0,0.000435405,0.003297745,0.0003461,0,0.004913317,0.0004721,0,0.008718643,0.0000024,8.25E-06,1
2006/12/5,1.1359,0.00000313,2.306,-0.9301 ,1.3717,0.000000246,0.0002621,0.0002679,0,0.004863336,0.000170585,0.001640972,0.0008149,0,0.001302155,0.0004603,0,0.014461634,0.00000199,6.16E-06,1
2006/12/6,1.1209,0.00000439,2.2897,-0.9234 ,1.3747,0.000000272,0.0002058,0.0002072,0.01010245,0.021682612,2.03E-04,0.004703385,0.0006799,0.007780404,0.001029854,0.0007609,0.008428935,0.002452764,0.00000131,5.86E-06,1
2006/12/7,1.0881,0.00000365,2.2532,-0.9307 ,1.3724,0.000000291,0.0001755,0.0002211,0.010702301,0.031266748,1.30432E-05,0.003519422,0.000562,0.011208912,0.000391436,0.0006005,0.052593246,0.014371773,0.00000108,4.57E-06,1
2006/12/8,0.7975,0.00000393,2.2372,-0.9682 ,1.3819,0.00000102,0.0001286,0.0001883,0.049728285,0.065007925,0.001050993,0.014933959,0.0004541,0.027992356,0.001638617,0.0009268,0.106237648,0.035583369,0.00000138,4.36E-06,1
2006/12/11,0.7984,0.0001612,2.2357,-0.9877 ,1.3714,0.000000327,0.0002609,0.0003315,0.015126949,0.04547476,0.001328449,0.012724214,0.0003461,0,0.005978567,0.0004721,0.05853405,0.016122586,0.0000024,8.25E-06,1
2006/12/12,0.8582,0.00000243,2.197,-0.9712 ,1.3743,0.000000435,0.0004895,0.0003482,0.010589458,0.049146493,0.000162774,0.002173955,0.0008159,0,0.002344838,0.0009563,0.067549585,0.003467435,0.00000248,6.23E-06,1
2006/12/13,0.8741,0.00000343,2.22,-0.8660 ,1.2805,0.000000331,0.0003695,0.0002653,0,0.045292313,0.000529804,0.002654954,0.0008514,0.010849544,0.001283751,0.0007582,0.05577821,0.007258927,0.00000157,8.25E-06,1
2006/12/14,1.1265,0.00000385,2.0535,-0.8718 ,1.2989,0.000000244,0.0003237,0.0002043,0,0.018695052,0.000530072,0.013011857,0.000716,0,0.002524555,0.0006153,0.051274379,0.002460928,0.00000136,6.51E-06,1
2006/12/15,0.9761,0.00000378,2.0344,-0.8764 ,1.2512,0.000000246,0.0003026,0.0003277,0,0.011334481,0.000332748,0.003399666,0.0006129,0,0.004262255,0.0004742,0.021101864,0.015072773,0.00000114,5.03E-06,1
2006/12/18,0.885,0.0001612,2.0204,-0.8771 ,1.2671,0.000000327,0.0002609,0.0003315,0,0,0.000484526,0.006970498,0.0003461,0,0.00415093,0.0004721,0,0.014476248,0.0000024,8.25E-06,1
2006/12/19,0.7913,0.00000304,1.9794,-0.8999 ,1.2949,0.000000284,0.0002769,0.0003285,0,0,0.000136013,0.00430178,0.0004971,0.005393735,0.000554106,0.0007368,0.004630273,0.001629632,0.0000018,6.20E-06,1
2006/12/20,0.8173,0.00000361,1.9599,-0.9235 ,1.2882,0.000000215,0.0002128,0.0002778,0,0,0.000115838,0.002974598,0.0004037,0.006401022,0.000178722,0.0005701,0,0.003913605,0.0000011,4.59E-06,1
2006/12/21,0.8065,0.00000352,1.8898,-0.9148 ,1.2916,0.000000162,0.0001625,0.0002221,0.017291565,0,0.000370741,0.000665408,0.0003202,0.018781145,0.002103994,0.0004449,0.021638557,0.011446549,0.00000119,5.09E-06,1
2006/12/22,0.915,0.0000041,2.1039,-0.9300 ,1.3439,0.000000149,0.0001899,0.0001696,0.023426021,0.003569706,0.000183273,0.001314494,0.000282,0.00941528,0.001668981,0.0004457,0.050255183,0.017524519,0.000000819,3.73E-06,1
2006/12/25,0.8465,0.0001612,2.2861,-0.9302 ,1.346,0.000000327,0.0002609,0.0003315,0.006005956,0.000116403,0.000543744,0.001428162,0.0003461,0,0.003847113,0.0004721,0.026900013,0.015472817,0.0000024,8.25E-06,1
2006/12/26,1.2658,0.00000296,2.279,-0.9303 ,1.357,0.000000267,0.0002651,0.0002528,0,0.012266708,0.000509803,0.005961137,0.0007579,0,0.000373487,0.000487,0.04388909,0.013329859,0.00000143,6.16E-06,1
2006/12/27,1.2647,0.00000393,2.2693,-0.9550 ,1.3828,0.000000351,0.000271,0.0002237,0,0,0.000413749,0.009627441,0.0006178,0,0.004112142,0.0004405,0.027900729,0.013643262,0.000000916,4.55E-06,1
2006/12/28,1.2583,0.00000409,2.073,-0.9433 ,1.3859,0.000000259,0.0002404,0.0002516,0.0085756,0.016757069,0.000252549,0.007798164,0.0007734,0,0.000873739,0.0003926,0.047737997,0.012949551,0.000000719,3.31E-06,1
2006/12/29,1.2583,0.00000409,1.9503,-0.9332 ,1.3939,0.000000258,0.0001947,0.0002532,0,0.007786558,0.000482665,0.004419831,0.0006556,0,0.003203263,0.0003926,0.009202737,0.018973988,0.00000115,2.55E-06,1
2006/12/30,1.2683,0.00000393,1.8866,-0.9314 ,1.3919,0.000000312,0.0002094,0.0002106,0,0.007786558,0,0,0.0010322,0,0,0.0006429,0.009202737,0,0.0000011,1.82E-06,1
2006/12/31,1.2683,0.00000393,1.5147,-0.9379 ,1.3919,0.000000235,0.0001541,0.0001594,0,0.007786558,0,0,0.0008422,0,0,0.0004913,0.009202737,0,0.000000781,1.21E-06,1
2007/1/4,1.12,0.0001612,1.5083,-0.9408 ,1.3855,0.000000327,0.0002609,0.0003315,0,0.013232743,0.000671994,0.00197748,0.0003461,0.003311986,0.000146898,0.0004721,0.006685552,0.001019859,0.0000024,8.25E-06,1
2007/1/5,1.109,0.0000025,1.4816,-0.9362 ,1.3665,0.000000246,0.0004248,0.0002562,0,0.012560919,0.000373944,0.000280922,0.0002745,0.057320308,0.002660687,0.0003588,0.011046364,0.002792936,0.00000133,7.56E-06,1
2007/1/8,1.15,0.0001612,1.4403,-0.9483 ,1.369,0.000000327,0.0002609,0.0003315,0,0,0.000566484,0.013265606,0.0003461,0.037818943,0.001427668,0.0004721,0,0.022051903,0.0000024,8.25E-06,1
2007/1/9,1.15,0.00000287,1.4291,-0.9487 ,1.3819,0.000000242,0.0003672,0.0007096,0,0,0.000917156,0.006681466,0.0003504,0,0.00295879,0.0009271,0,0.007540202,0.00000147,6.26E-06,1
2007/1/10,1.145,0.0000041,1.4124,-0.9343 ,1.3684,0.000000185,0.0007856,0.0006978,0,0,0.000176081,0.005976339,0.0006438,0,0.001564498,0.0007902,0,0.016345534,0.00000119,4.82E-06,1
2007/1/11,1.148,0.00000378,1.3989,-0.9133 ,1.3354,0.000000183,0.000608,0.0006737,0.01880456,0,0.000297996,0.001637766,0.0006285,0.025541764,0.00206836,0.0010555,0.015673698,0.006062369,0.000000818,4.30E-06,1
2007/1/12,1.142,0.00000378,1.389,-0.9336 ,1.3488,0.000000139,0.000538,0.0005222,0.058204141,0.031345493,0.000729392,0.007302408,0.0006383,0.036903917,0.001216201,0.0008715,0.049575533,0.016077061,0.00000156,3.44E-06,1
2007/1/15,0.792,0.0001612,1.3617,-0.9405 ,1.3616,0.000000327,0.0002609,0.0003315,0.015654678,0,0.000936622,0.013827258,0.0003461,0,0.005377072,0.0004721,0,0.02713658,0.0000024,8.25E-06,1
2007/1/16,0.77,0.00000273,1.3454,-0.9812 ,1.3954,0.000000267,0.000646,0.0008988,0.003273036,0,0.000223765,0.01137979,0.0006479,0,0.001510002,0.0009904,0,0.015844884,0.00000176,6.17E-06,1
2007/1/17,0.865,0.00000393,1.4828,-0.9815 ,1.4001,0.000000318,0.0005185,0.001556,0.012154283,0,0.000136744,0.002843522,0.0005782,0.032462064,0.002832962,0.0014957,0.092763087,0.019930334,0.00000119,5.35E-06,1
2007/1/18,0.8675,0.00000385,1.5043,-0.9807 ,1.3932,0.00000024,0.0004053,0.0012402,0.004177739,0,0.000140845,0.003739683,0.0006779,0.06462269,0.002914376,0.0032865,0.13400202,0.010608273,0.0000016,5.75E-06,1
2007/1/19,0.8675,0.00000393,1.5967,-0.9963 ,1.4001,0.000000179,0.0003162,0.0009896,0,0,0.000462053,0.007617141,0.0007712,0.041443048,0.002858594,0.003048,0.116265161,0.00679124,0.0000011,4.26E-06,1
2007/1/22,0.9725,0.0001612,1.7921,-0.9800 ,1.3938,0.000000327,0.0002609,0.0003315,0,0,0.000417117,0.006866894,0.0003461,0.004860298,0.003107444,0.0004721,0.07378102,0.011638727,0.0000024,8.25E-06,1
2007/1/23,0.85,0.00000287,1.9457,-0.9968 ,1.4017,0.000000284,0.0004021,0.0005357,0,0.024005555,0.000112627,4.79E-03,0.0005377,0,0.003010085,0.0008453,0.078569024,0.001479284,0.00000134,6.18E-06,1
2007/1/24,1.1064,0.00000386,1.9932,-0.9761 ,1.3868,0.000000253,0.0003153,0.000534,0,0.023939023,0.000413349,1.49485E-05,0.0009057,0,0.00043523,0.0006562,0.044562756,0.009974282,0.000000909,4.64E-06,1
2007/1/25,1.1114,0.00000393,2.0067,-0.9821 ,1.3656,0.000000189,0.0003821,0.0004013,0.042694148,0.057375481,0.000746051,0.008157473,0.0007423,0.009583683,0.000876334,0.0007913,0.053282479,0.00231756,0.000000984,3.63E-06,1
2007/1/26,1.1014,0.00000385,2.0645,-0.9987 ,1.4098,0.000000168,0.0007273,0.0005738,0.033601074,0.05313407,0.000176583,0.001091285,0.0006202,0,0.00435759,0.0006271,0.036003177,0.005923055,0.000000754,3.02E-06,1
2007/1/29,1.1064,0.0001612,2.0919,-1.0019 ,1.4125,0.000000327,0.0002609,0.0003315,0.011903267,0.031482082,0.000426849,0.00614298,0.0003461,0,0.001558806,0.0004721,0.029937282,0.002228055,0.0000024,8.25E-06,1
2007/1/30,0.8748,0.0000028,2.0941,-1.0009 ,1.3837,0.00000075,0.000307,0.0003673,0,0.040043911,0.000272879,0.002318888,0.0003924,0.031065044,0.00262418,0.0003658,0.085206865,0.018185229,0.00000136,7.92E-06,1
2007/1/31,0.8748,0.00000393,2.077,-0.9971 ,1.3625,0.000000548,0.0002812,0.0002936,0.063586534,0.090583236,1.13E-03,0.014039257,0.0005054,0.093360533,0.003997028,0.0010497,0.12909309,0.01794223,0.00000101,6.39E-06,1
2007/2/1,0.8948,0.00000385,2.0686,-0.9816 ,1.3534,0.000000441,0.0012127,0.0008783,0.06195943,0.077759204,3.59513E-05,0.003719741,0.0012607,0.091858141,0.000171078,0.0013549,0.118726162,0.006768005,0.000000763,4.88E-06,1
2007/2/2,0.9048,0.00000385,1.9716,-0.9598 ,1.3168,0.000000365,0.0009092,0.0007044,0.097945619,0.096654275,0.000868846,0.005856648,0.0010325,0.143540406,0.005507987,0.0010783,0.167583414,0.034237991,0.00000287,5.71E-06,1
2007/2/5,1.2444,0.0001612,2.0632,-0.9565 ,1.2245,0.000000327,0.0002609,0.0003315,0.10745792,0.09723643,0.000296359,0.000258337,0.0003461,0.17776185,0.004814258,0.0004721,0.16595582,0.001553965,0.0000024,8.25E-06,1
2007/2/6,1.2444,0.00000287,2.1727,-0.9405 ,1.2276,0.000000246,0.0002191,0.0002498,0.10023306,0.093693604,0.000182899,0.001427146,0.0005962,0.132045044,0.004201749,0.0003583,0.139620163,0.02054826,0.0000014,6.35E-06,1
2007/2/7,1,0.00000393,2.5686,-0.9504 ,1.2416,0.000000302,0.0001763,0.0001925,0.080539491,0.080499489,0.000453273,0.004235174,0.001037,0.112422985,0.001628023,0.0004813,0.127877296,0.007955711,0.00000106,5.24E-06,1
2007/2/8,1.09,0.0000215,3.5948,-0.9614 ,1.2465,0.000000236,0.0002378,0.0001943,0.068010358,0.058959773,0.000294584,6.75E-03,0.0009399,0.12204656,0.001602772,0.0004044,0.131037706,0.002525939,0.00000158,4.49E-06,1
2007/2/9,1.4117,0.0000145,4.2001,-0.9971 ,1.228,0.000000295,0.0002178,0.0002703,0.074700043,0.05903878,0.000164242,2.4965E-05,0.0007895,0.139689322,0.003364388,0.000308,0.11685018,0.009599355,0.00000108,3.28E-06,1
2007/2/12,1.4017,0.0001612,4.6007,-0.9955 ,1.2322,0.000000327,0.0002609,0.0003315,0.046370306,0.026571193,0.00074064,0.010469987,0.0003461,0.090747199,0.008057944,0.0004721,0.064391303,0.029633229,0.0000024,8.25E-06,1
2007/2/13,1.682,0.0003048,3.3135,-1.0237 ,1.2401,0.000000431,0.0004037,0.0005128,0.032326284,0.006366275,0.000352241,0.00608454,0.0008547,0.085564637,0.000937471,0.0010955,0.037601357,0.013463598,0.00000165,6.18E-06,1
2007/2/14,1.68,0.00000136,4.1057,-0.9970 ,1.2028,0.000000548,0.0003496,0.0004826,0.004177816,0,0.00058017,0.004591965,0.0007003,0.053493405,0.004494065,0.0010205,0.023185052,0.007630838,0.00000111,5.10E-06,1
2007/2/15,1.68,0.0000077,2.359,-0.9865 ,1.2053,0.000000425,0.0004501,0.0004109,0,0,5.37E-04,0.004386211,0.0007911,0.026847321,0.002989429,0.0008345,0,0.016643961,0.0000018,4.28E-06,1
2007/2/16,1.68,0.00000629,2.0656,-0.9761 ,1.1245,0.000000401,0.0005537,0.00038,0,0,9.31178E-05,0.002512545,0.0007871,0.035219363,0.000993073,0.0009269,0.015743864,0.007321515,0.00000126,4.33E-06,1
2007/2/17,1.68,0.0000103,1.4767,-0.9500 ,1.1243,0.000000413,0.0004214,0.0003179,0,0,0,0,0.0006538,0.035219363,0,0.0007714,0.015743864,0,0.00000159,3.17E-06,1
2007/2/25,1.68,0.0001612,2.8125,-0.9600 ,1.1328,0.000000327,0.0002609,0.0003315,0,0,0,0,0.0003461,0.035219363,0,0.0004721,0.015743864,0,0.0000024,8.25E-06,1
2007/2/26,1.16,0.00000313,2.632,-0.9700 ,1.1416,0.000000246,0.0001928,0.0002498,0,0,0.00060628,0.002910174,0.000272,0.0656421,0.0028562,0.0003577,0.026120354,0.004315926,0.00000132,6.44E-06,1
2007/2/27,1.16,0.00000341,2.4728,-0.9968 ,1.0952,0.000000196,0.0004247,0.0002214,0.090450295,0.091394635,0.001034802,0.014952269,0.0004113,0.152323193,0.007233522,0.0002944,0.101263576,0.016811361,0.00000167,4.77E-06,1
2007/2/28,0.73,0.00000352,1.9663,-1.0116 ,1.0928,0.00000038,0.0024073,0.0022365,0.056373597,0.073388103,0.000554525,0.004741956,0.0021595,0.126493088,0.003798827,0.0016679,0.044087982,0.019986992,0.00000106,4.42E-06,1
2007/3/1,0.9268,0.0000141,1.7635,-1.0203 ,1.0884,0.000000292,0.0021207,0.0017635,0.078025028,0.103664258,0.000328595,0.006941424,0.0019491,0.150897989,0.003416108,0.0021366,0.062171801,0.00642222,0.00000107,3.53E-06,1
2007/3/2,1.18,0.0000122,1.6796,-1.0283 ,1.1131,0.000000229,0.0017171,0.0015677,0.068992504,0.087035534,0.000198367,0.004926094,0.0017618,0.140061474,0.002238658,0.0017434,0.037965369,0.011534816,0.00000117,2.97E-06,1
2007/3/5,1.17,0.0001612,1.6512,-1.0326 ,1.1239,0.000000327,0.0002609,0.0003315,0.085504393,0.080578046,0.000317974,0.001616729,0.0003461,0.168513184,0.004669096,0.0004721,0.004925202,0.009072863,0.0000024,8.25E-06,1
2007/3/6,1.17,0.00000871,1.6009,-1.0390 ,1.1011,0.000000305,0.0002675,0.0002616,0.077319047,0.073479165,0.000246946,0.00290611,0.0004933,0.126818376,0.004900392,0.0006089,0.012964965,0.002912865,0.00000151,6.16E-06,1
2007/3/7,0.92,0.00000527,1.5397,-1.0400 ,1.0967,0.000000226,0.0002161,0.0002115,0.051185645,0.056656439,0.000641093,0.005681615,0.0008494,0.108139102,0.002739223,0.0004802,0,0.012528905,0.00000121,4.55E-06,1
2007/3/8,0.87,0.00000609,1.5067,-1.0692 ,1.063,0.000000182,0.00034,0.0002348,0.037271766,0.041045234,3.01E-04,0.004942651,0.0007741,0.09715097,0.002239647,0.0006046,0,0.009702083,0.00000084,3.64E-06,1
2007/3/9,1.0391,0.00000338,1.4785,-1.0830 ,1.0804,0.000000138,0.0003013,0.0002397,0.041745669,0.048979511,8.09496E-05,0.002396088,0.0006552,0.087579771,0.000817407,0.0005736,0.010611187,0.004412758,0.000000866,3.49E-06,1
2007/3/12,0.98,0.0001612,1.4624,-1.0878 ,1.08,0.000000327,0.0002609,0.0003315,0.035282917,0.036353558,0.000123133,0.003456045,0.0003461,0.094975948,0.000853974,0.0004721,0.008047307,0.001231197,0.0000024,8.25E-06,1
2007/3/13,0.99,0.00000267,1.4449,-1.0651 ,1.08,0.000000246,0.0002032,0.0002902,0.026569093,0.019752549,0.000150694,0.004273159,0.0002856,0.097297074,0.000352753,0.0003589,0.014594635,0.002892091,0.00000147,6.44E-06,1
2007/3/14,0.99,0.00000361,1.4291,-1.1032 ,1.09,0.000000226,0.000168,0.0002863,0.042713872,0.031903395,0.000259019,0.00250296,0.0002233,0.124841835,0.004006859,0.0002796,0.039141703,0.012244531,0.00000142,5.78E-06,1
2007/3/15,0.89,0.00000345,1.4468,-1.1576 ,1.09,0.000000257,0.0001883,0.0002501,0.025875215,0.012427992,0.000312656,0.00489102,0.0003579,0.112169371,0.002336133,0.0003519,0.000637104,0.021569626,0.000000916,4.42E-06,1
2007/3/16,0.87,0.0000045,1.5106,-1.1642 ,1.09,0.000000343,0.0002085,0.0002803,0.039619658,0.026309017,0.000213447,0.002778693,0.00032,0.128204987,0.001857387,0.0006044,0.025747051,0.012103924,0.000000824,4.04E-06,1
